participant_id,survey_source,topic,state,year,state_year_topic,perception,owner_party,own_013,cond1_z,cond2_z,condition_index_z,net_gub_approve_z,condition_1,condition_2,pid,gub_copartisan,owning_party_governor,copartisan_owned_governor,ideo3,white,black,male,bachelors,age_group,weight
kff16100018,kff16_aca,ACA,NA,2016,NA_2016_ACA,0,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,3,NA,NA,NA,3,1,0,1,1,2,0.392337112
kff16100021,kff16_aca,ACA,RI,2016,RI_2016_ACA,1,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,1,3,0.268441182
kff16100022,kff16_aca,ACA,MN,2016,MN_2016_ACA,1,D,2,-0.70701391,1.160965887,0.308882705,0.131979773,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,0,3,1.084089389
kff16100023,kff16_aca,ACA,OK,2016,OK_2016_ACA,0,D,0,-0.448477351,0.735159016,0.195066908,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,1,0,0,1,2,1.58999777
kff16100026,kff16_aca,ACA,FL,2016,FL_2016_ACA,0,D,0,1.310260077,0.911035767,1.511437123,-1.236817534,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,1,3,0.289090504
kff16100032,kff16_aca,ACA,TN,2016,TN_2016_ACA,1,D,0,0.22935715,0.911035767,0.775957959,1.10344511,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,1,3,0.278765843
kff16100038,kff16_aca,ACA,MO,2016,MO_2016_ACA,1,D,2,0.802067935,0.661105648,0.995587722,-0.371220639,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,0,0,3,0.578181007
kff16100052,kff16_aca,ACA,FL,2016,FL_2016_ACA,1,D,0,1.310260077,0.911035767,1.511437123,-1.236817534,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,1,3,0.794998885
kff16100062,kff16_aca,ACA,MT,2016,MT_2016_ACA,1,D,2,0.567147151,0.587052279,0.785352329,0.91473824,enroll_pct_of_uninsured2010,premium,1,1,1,1,3,0,0,0,0,3,0.382012451
kff16100064,kff16_aca,ACA,AL,2016,AL_2016_ACA,0,D,0,0.11500959,0.818469056,0.635167208,1.104001475,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,0,1,0,0,3,2.415970638
kff16100068,kff16_aca,ACA,NE,2016,NE_2016_ACA,0,D,1,1.164894659,0.494485568,1.129092679,0.540720551,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,1,NA,0.268441182
kff16100071,kff16_aca,ACA,MT,2016,MT_2016_ACA,0,D,2,0.567147151,0.587052279,0.785352329,0.91473824,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,1,0,0,0,2,1.507400484
kff16100090,kff16_aca,ACA,MS,2016,MS_2016_ACA,0,D,0,-0.476914606,0.985089136,0.345777376,0.838263678,enroll_pct_of_uninsured2010,premium,2,0,0,0,2,1,0,1,1,3,0.505908381
kff16100093,kff16_aca,ACA,MA,2016,MA_2016_ACA,1,D,1,3.625959545,1.1887359,3.276064937,1.077930628,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,1,0,0,0,3,0.474934399
kff16100096,kff16_aca,ACA,TN,2016,TN_2016_ACA,1,D,0,0.22935715,0.911035767,0.775957959,1.10344511,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,1,2,0.495583721
kff16100098,kff16_aca,ACA,WV,2016,WV_2016_ACA,0,D,2,-0.97352458,0.244555448,-0.496012726,-0.117225286,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,0,0,2,1.022141424
kff16100102,kff16_aca,ACA,TN,2016,TN_2016_ACA,0,D,0,0.22935715,0.911035767,0.775957959,1.10344511,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,1,2,0.815648207
kff16100104,kff16_aca,ACA,TN,2016,TN_2016_ACA,1,D,0,0.22935715,0.911035767,0.775957959,1.10344511,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,1,0,0,1,3,0.340713808
kff16100109,kff16_aca,ACA,OK,2016,OK_2016_ACA,1,D,0,-0.448477351,0.735159016,0.195066908,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,0,1,1,1,2,0.774349564
kff16100111,kff16_aca,ACA,NH,2016,NH_2016_ACA,0,D,2,0.844020552,1.142452545,1.351656596,-0.210468632,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,0,0,1,1,3,0.433635756
kff16100113,kff16_aca,ACA,MS,2016,MS_2016_ACA,0,D,0,-0.476914606,0.985089136,0.345777376,0.838263678,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,3,0.939544137
kff16100116,kff16_aca,ACA,MD,2016,MD_2016_ACA,0,D,1,-0.119540019,1.216505913,0.746408894,0.286815438,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,1,3,0.423311095
kff16100122,kff16_aca,ACA,NE,2016,NE_2016_ACA,0,D,1,1.164894659,0.494485568,1.129092679,0.540720551,enroll_pct_of_uninsured2010,premium,2,0,0,0,2,1,0,0,0,3,0.702076938
kff16100123,kff16_aca,ACA,CA,2016,CA_2016_ACA,1,D,3,-0.287638695,0.67961899,0.266715292,-0.242500367,enroll_pct_of_uninsured2010,premium,2,0,1,0,2,1,0,0,1,3,0.278765843
kff16100126,kff16_aca,ACA,KY,2016,KY_2016_ACA,0,D,1,-0.938150625,1.151709216,0.145311748,-0.386992882,enroll_pct_of_uninsured2010,premium,2,0,0,0,3,1,0,1,0,3,0.412986434
kff16100136,kff16_aca,ACA,KY,2016,KY_2016_ACA,1,D,1,-0.938150625,1.151709216,0.145311748,-0.386992882,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,0,1,0,0,2,1.920386918
kff16100142,kff16_aca,ACA,MI,2016,MI_2016_ACA,1,D,0,0.132572369,1.160965887,0.880162696,-0.988741508,enroll_pct_of_uninsured2010,premium,1,0,0,0,3,0,1,0,0,3,1.920386918
kff16100154,kff16_aca,ACA,KY,2016,KY_2016_ACA,1,D,1,-0.938150625,1.151709216,0.145311748,-0.386992882,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,1,0,0,0,3,0.73305092
kff16100156,kff16_aca,ACA,FL,2016,FL_2016_ACA,1,D,0,1.310260077,0.911035767,1.511437123,-1.236817534,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,2,0.722726259
kff16100169,kff16_aca,ACA,NE,2016,NE_2016_ACA,0,D,1,1.164894659,0.494485568,1.129092679,0.540720551,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,0,0,3,0.48525906
kff16100177,kff16_aca,ACA,NH,2016,NH_2016_ACA,1,D,2,0.844020552,1.142452545,1.351656596,-0.210468632,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,0,0,0,0,1,2.415970638
kff16100180,kff16_aca,ACA,CA,2016,CA_2016_ACA,1,D,3,-0.287638695,0.67961899,0.266715292,-0.242500367,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,0,0,3,0.474934399
kff16100189,kff16_aca,ACA,NM,2016,NM_2016_ACA,0,D,1,-0.991830731,1.605286099,0.417413655,-0.633552739,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,0,1,0,0,2,2.415970638
kff16100198,kff16_aca,ACA,NV,2016,NV_2016_ACA,0,D,0,-0.928721778,0.920292438,-0.005735579,0.559495395,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,0,3,0.722726259
kff16100202,kff16_aca,ACA,MA,2016,MA_2016_ACA,1,D,1,3.625959545,1.1887359,3.276064937,1.077930628,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,0,0,3,0.578181007
kff16100207,kff16_aca,ACA,SC,2016,SC_2016_ACA,0,D,0,0.171257937,0.781442372,0.64824621,0.402181347,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,1,0,3,0.805323546
kff16100210,kff16_aca,ACA,AL,2016,AL_2016_ACA,1,D,0,0.11500959,0.818469056,0.635167208,1.104001475,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,1,3,0.37168779
kff16100212,kff16_aca,ACA,NH,2016,NH_2016_ACA,0,D,2,0.844020552,1.142452545,1.351656596,-0.210468632,enroll_pct_of_uninsured2010,premium,1,1,1,1,2,1,0,0,1,3,0.289090504
kff16100213,kff16_aca,ACA,NA,2016,NA_2016_ACA,1,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,3,NA,NA,NA,3,1,0,1,0,2,0.640128973
kff16100215,kff16_aca,ACA,AR,2016,AR_2016_ACA,1,D,0,-0.920349128,0.809212385,-0.075620813,1.331313704,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,1,1,3,0.402661773
kff16100216,kff16_aca,ACA,NE,2016,NE_2016_ACA,1,D,1,1.164894659,0.494485568,1.129092679,0.540720551,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,1,0,0,0,NA,1.393829214
kff16100217,kff16_aca,ACA,NA,2016,NA_2016_ACA,1,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,1,NA,NA,NA,1,1,0,0,0,3,0.48525906
kff16100226,kff16_aca,ACA,NA,2016,NA_2016_ACA,1,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,1,NA,NA,NA,3,1,0,1,0,3,2.415970638
kff16100229,kff16_aca,ACA,NH,2016,NH_2016_ACA,1,D,2,0.844020552,1.142452545,1.351656596,-0.210468632,enroll_pct_of_uninsured2010,premium,1,1,1,1,2,1,0,0,0,2,1.290582606
kff16100231,kff16_aca,ACA,ND,2016,ND_2016_ACA,0,D,0,0.49802742,0.51299891,0.687933006,2.210044529,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,1,NA,0.60915499
kff16100236,kff16_aca,ACA,OK,2016,OK_2016_ACA,1,D,0,-0.448477351,0.735159016,0.195066908,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,0,0,0,0,1,1.610647092
kff16100237,kff16_aca,ACA,ND,2016,ND_2016_ACA,1,D,0,0.49802742,0.51299891,0.687933006,2.210044529,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,0,2,2.415970638
kff16100238,kff16_aca,ACA,ID,2016,ID_2016_ACA,0,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,0,3,0.794998885
kff16100241,kff16_aca,ACA,ID,2016,ID_2016_ACA,0,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,1,2,0.578181007
kff16100249,kff16_aca,ACA,RI,2016,RI_2016_ACA,0,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,0,1,0,0,1,1.001492102
kff16100262,kff16_aca,ACA,KY,2016,KY_2016_ACA,1,D,1,-0.938150625,1.151709216,0.145311748,-0.386992882,enroll_pct_of_uninsured2010,premium,2,0,0,0,3,1,0,0,0,3,0.474934399
kff16100266,kff16_aca,ACA,WV,2016,WV_2016_ACA,1,D,2,-0.97352458,0.244555448,-0.496012726,-0.117225286,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,1,0,0,1,3,0.268441182
kff16100268,kff16_aca,ACA,NV,2016,NV_2016_ACA,1,D,0,-0.928721778,0.920292438,-0.005735579,0.559495395,enroll_pct_of_uninsured2010,premium,2,0,0,0,1,0,1,0,0,3,2.415970638
kff16100269,kff16_aca,ACA,NV,2016,NV_2016_ACA,0,D,0,-0.928721778,0.920292438,-0.005735579,0.559495395,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,0,0,0,1,3,0.278765843
kff16100278,kff16_aca,ACA,LA,2016,LA_2016_ACA,1,D,2,0.014052687,0.300095475,0.213755945,-1.674739108,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,1,1,3,0.474934399
kff16100281,kff16_aca,ACA,ID,2016,ID_2016_ACA,1,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,0,1,3,0.402661773
kff16100283,kff16_aca,ACA,RI,2016,RI_2016_ACA,1,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,0,1,0,0,2,0.825972868
kff16100290,kff16_aca,ACA,KS,2016,KS_2016_ACA,1,D,0,-0.061287127,1.123939202,0.72306073,-3.121910033,enroll_pct_of_uninsured2010,premium,2,0,0,0,3,0,0,0,0,2,1.651945736
kff16100291,kff16_aca,ACA,MT,2016,MT_2016_ACA,1,D,2,0.567147151,0.587052279,0.785352329,0.91473824,enroll_pct_of_uninsured2010,premium,1,1,1,1,3,1,0,0,0,3,0.402661773
kff16100292,kff16_aca,ACA,RI,2016,RI_2016_ACA,1,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,0,0,2,1.373179893
kff16100294,kff16_aca,ACA,RI,2016,RI_2016_ACA,1,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,0,1,3,0.299415165
kff16100295,kff16_aca,ACA,VT,2016,VT_2016_ACA,1,D,3,2.428913375,-0.764421701,1.132570663,NA,enroll_pct_of_uninsured2010,premium,1,1,1,1,2,1,0,0,0,3,0.48525906
kff16100300,kff16_aca,ACA,RI,2016,RI_2016_ACA,1,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,0,3,0.412986434
kff16100301,kff16_aca,ACA,NA,2016,NA_2016_ACA,1,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,1,NA,NA,NA,3,1,0,1,0,2,0.991167441
kff16100305,kff16_aca,ACA,TN,2016,TN_2016_ACA,0,D,0,0.22935715,0.911035767,0.775957959,1.10344511,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,2,1.879088274
kff16100307,kff16_aca,ACA,DE,2016,DE_2016_ACA,0,D,3,0.456878586,0.272325462,0.49617257,1.699595302,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,0,0,2,1.146037354
kff16100319,kff16_aca,ACA,ND,2016,ND_2016_ACA,1,D,0,0.49802742,0.51299891,0.687933006,2.210044529,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,1,0,1,1,3,0.474934399
kff16100320,kff16_aca,ACA,RI,2016,RI_2016_ACA,1,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,0,1,2,1.084089389
kff16100322,kff16_aca,ACA,AR,2016,AR_2016_ACA,0,D,0,-0.920349128,0.809212385,-0.075620813,1.331313704,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,1,0,1,0,3,1.321556588
kff16100326,kff16_aca,ACA,OK,2016,OK_2016_ACA,1,D,0,-0.448477351,0.735159016,0.195066908,NA,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,0,0,0,0,3,0.547207025
kff16100327,kff16_aca,ACA,ID,2016,ID_2016_ACA,1,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,1,2,0.433635756
kff16100329,kff16_aca,ACA,MA,2016,MA_2016_ACA,1,D,1,3.625959545,1.1887359,3.276064937,1.077930628,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,0,1,0,0,2,0.619479651
kff16100339,kff16_aca,ACA,NE,2016,NE_2016_ACA,0,D,1,1.164894659,0.494485568,1.129092679,0.540720551,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,0,0,1,1,3,0.382012451
kff16100346,kff16_aca,ACA,OK,2016,OK_2016_ACA,0,D,0,-0.448477351,0.735159016,0.195066908,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,0,0,1,1,3,0.743375581
kff16100349,kff16_aca,ACA,AR,2016,AR_2016_ACA,0,D,0,-0.920349128,0.809212385,-0.075620813,1.331313704,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,1,0,0,1,2,0.908570155
kff16100352,kff16_aca,ACA,ID,2016,ID_2016_ACA,1,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,3,0.578181007
kff16100357,kff16_aca,ACA,NA,2016,NA_2016_ACA,0,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,3,NA,NA,NA,3,1,0,0,0,1,0.991167441
kff16100360,kff16_aca,ACA,WA,2016,WA_2016_ACA,1,D,2,-0.428100678,1.281302611,0.580544495,-0.806315154,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,1,3,0.474934399
kff16100363,kff16_aca,ACA,ID,2016,ID_2016_ACA,0,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,1,0,1,1,3,0.423311095
kff16100370,kff16_aca,ACA,OR,2016,OR_2016_ACA,0,D,3,-0.325605362,1.031372491,0.480225379,-0.353127875,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,1,0,2,1.58999777
kff16100374,kff16_aca,ACA,MA,2016,MA_2016_ACA,1,D,1,3.625959545,1.1887359,3.276064937,1.077930628,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,0,0,2,2.415970638
kff16100376,kff16_aca,ACA,NA,2016,NA_2016_ACA,0,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,3,NA,NA,NA,3,1,0,0,0,3,0.48525906
kff16100379,kff16_aca,ACA,WV,2016,WV_2016_ACA,1,D,2,-0.97352458,0.244555448,-0.496012726,-0.117225286,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,0,0,1,0,2,0.97051812
kff16100382,kff16_aca,ACA,WA,2016,WA_2016_ACA,0,D,2,-0.428100678,1.281302611,0.580544495,-0.806315154,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,1,0,0,1,2,0.588505668
kff16100385,kff16_aca,ACA,OK,2016,OK_2016_ACA,1,D,0,-0.448477351,0.735159016,0.195066908,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,0,1,0,1,2,0.85694685
kff16100387,kff16_aca,ACA,ID,2016,ID_2016_ACA,0,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,0,0,0,0,2,2.415970638
kff16100388,kff16_aca,ACA,MI,2016,MI_2016_ACA,1,D,0,0.132572369,1.160965887,0.880162696,-0.988741508,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,0,3,0.48525906
kff16100391,kff16_aca,ACA,SC,2016,SC_2016_ACA,0,D,0,0.171257937,0.781442372,0.64824621,0.402181347,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,3,2.415970638
kff16100393,kff16_aca,ACA,NH,2016,NH_2016_ACA,0,D,2,0.844020552,1.142452545,1.351656596,-0.210468632,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,1,3,0.37168779
kff16100401,kff16_aca,ACA,UT,2016,UT_2016_ACA,0,D,0,1.114153752,1.160965887,1.548060466,1.750970415,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,0,1,2,1.146037354
kff16100412,kff16_aca,ACA,RI,2016,RI_2016_ACA,0,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,0,1,3,0.268441182
kff16100415,kff16_aca,ACA,WY,2016,WY_2016_ACA,1,D,0,0.136634714,-0.718138345,-0.395672723,0.280194398,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,1,1,3,0.495583721
kff16100416,kff16_aca,ACA,CO,2016,CO_2016_ACA,0,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,0,0,3,0.598830329
kff16100419,kff16_aca,ACA,NA,2016,NA_2016_ACA,1,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,1,NA,NA,NA,2,1,0,1,1,2,0.433635756
kff16100420,kff16_aca,ACA,NA,2016,NA_2016_ACA,1,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,3,NA,NA,NA,3,1,0,1,1,3,0.474934399
kff16100425,kff16_aca,ACA,NA,2016,NA_2016_ACA,1,D,NA,NA,NA,NA,NA,enroll_pct_of_uninsured2010,premium,1,NA,NA,NA,1,1,0,0,0,2,1.848114292
kff16100427,kff16_aca,ACA,CO,2016,CO_2016_ACA,1,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,1,1,1,1,2,1,0,1,0,3,0.588505668
kff16100431,kff16_aca,ACA,OK,2016,OK_2016_ACA,1,D,0,-0.448477351,0.735159016,0.195066908,NA,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,0,0,2,2.415970638
kff16100434,kff16_aca,ACA,CO,2016,CO_2016_ACA,1,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,1,1,1,1,2,1,0,0,0,3,0.330389147
kff16100441,kff16_aca,ACA,CO,2016,CO_2016_ACA,0,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,1,1,1,1,3,1,0,1,1,3,0.392337112
kff16100445,kff16_aca,ACA,CO,2016,CO_2016_ACA,1,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,2,0,1,0,1,0,0,1,0,3,0.423311095
kff16100463,kff16_aca,ACA,CO,2016,CO_2016_ACA,1,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,0,1,3,0.48525906
kff16100466,kff16_aca,ACA,SD,2016,SD_2016_ACA,0,D,0,-0.045027955,0.522255581,0.324720164,0.774872072,enroll_pct_of_uninsured2010,premium,NA,NA,0,NA,2,1,0,1,0,1,1.992659543
kff16100469,kff16_aca,ACA,SD,2016,SD_2016_ACA,0,D,0,-0.045027955,0.522255581,0.324720164,0.774872072,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,2,0.433635756
kff16100472,kff16_aca,ACA,KS,2016,KS_2016_ACA,0,D,0,-0.061287127,1.123939202,0.72306073,-3.121910033,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,1,0,2,0.619479651
kff16100484,kff16_aca,ACA,CO,2016,CO_2016_ACA,1,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,1,3,0.588505668
kff16100489,kff16_aca,ACA,CO,2016,CO_2016_ACA,1,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,1,2,0.629804312
kff16100495,kff16_aca,ACA,CO,2016,CO_2016_ACA,1,D,2,-0.588169705,0.725902345,0.09371747,0.884699705,enroll_pct_of_uninsured2010,premium,1,1,1,1,3,0,0,0,0,2,1.517725144
kff16100502,kff16_aca,ACA,WV,2016,WV_2016_ACA,0,D,2,-0.97352458,0.244555448,-0.496012726,-0.117225286,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,0,0,3,0.640128973
kff16100504,kff16_aca,ACA,IL,2016,IL_2016_ACA,1,D,1,-0.351439313,1.207249242,0.582319055,-1.085564372,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,0,1,0,0,3,0.547207025
kff16100507,kff16_aca,ACA,WA,2016,WA_2016_ACA,1,D,2,-0.428100678,1.281302611,0.580544495,-0.806315154,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,1,0,3,0.299415165
kff16100508,kff16_aca,ACA,FL,2016,FL_2016_ACA,1,D,0,1.310260077,0.911035767,1.511437123,-1.236817534,enroll_pct_of_uninsured2010,premium,1,0,0,0,3,1,0,0,1,2,0.557531686
kff16100515,kff16_aca,ACA,RI,2016,RI_2016_ACA,0,D,3,0.044456211,1.133195873,0.801310227,-2.33550213,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,0,0,3,0.629804312
kff16100517,kff16_aca,ACA,FL,2016,FL_2016_ACA,0,D,0,1.310260077,0.911035767,1.511437123,-1.236817534,enroll_pct_of_uninsured2010,premium,2,0,0,0,2,1,0,0,1,NA,0.516233042
kff16100518,kff16_aca,ACA,KY,2016,KY_2016_ACA,0,D,1,-0.938150625,1.151709216,0.145311748,-0.386992882,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,1,0,0,1,2,0.887920833
kff16100522,kff16_aca,ACA,WV,2016,WV_2016_ACA,0,D,2,-0.97352458,0.244555448,-0.496012726,-0.117225286,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,1,1,3,0.351038469
kff16100528,kff16_aca,ACA,OR,2016,OR_2016_ACA,0,D,3,-0.325605362,1.031372491,0.480225379,-0.353127875,enroll_pct_of_uninsured2010,premium,3,0,1,0,2,1,0,1,1,2,0.412986434
kff16100533,kff16_aca,ACA,NV,2016,NV_2016_ACA,1,D,0,-0.928721778,0.920292438,-0.005735579,0.559495395,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,0,1,0,1,2,0.547207025
kff16100539,kff16_aca,ACA,ID,2016,ID_2016_ACA,0,D,0,0.7416814,0.93880578,1.143454491,NA,enroll_pct_of_uninsured2010,premium,1,0,0,0,1,1,0,0,1,3,0.268441182
kff16100549,kff16_aca,ACA,IL,2016,IL_2016_ACA,0,D,1,-0.351439313,1.207249242,0.582319055,-1.085564372,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,1,0,0,1,3,0.268441182
kff16100551,kff16_aca,ACA,NE,2016,NE_2016_ACA,1,D,1,1.164894659,0.494485568,1.129092679,0.540720551,enroll_pct_of_uninsured2010,premium,1,0,0,0,2,1,0,0,1,3,0.278765843
kff16100562,kff16_aca,ACA,NM,2016,NM_2016_ACA,0,D,1,-0.991830731,1.605286099,0.417413655,-0.633552739,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,3,2.415970638
kff16100568,kff16_aca,ACA,WI,2016,WI_2016_ACA,1,D,0,1.381829296,0.614822292,1.358582351,-0.992128376,enroll_pct_of_uninsured2010,premium,3,1,0,0,2,1,0,0,1,2,0.567856347
kff16100572,kff16_aca,ACA,KS,2016,KS_2016_ACA,0,D,0,-0.061287127,1.123939202,0.72306073,-3.121910033,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,0,1,2,0.464609738
kff16100577,kff16_aca,ACA,OR,2016,OR_2016_ACA,1,D,3,-0.325605362,1.031372491,0.480225379,-0.353127875,enroll_pct_of_uninsured2010,premium,1,1,1,1,1,1,0,0,1,3,0.268441182
kff16100580,kff16_aca,ACA,MT,2016,MT_2016_ACA,0,D,2,0.567147151,0.587052279,0.785352329,0.91473824,enroll_pct_of_uninsured2010,premium,1,1,1,1,3,0,1,0,1,3,0.619479651
kff16100585,kff16_aca,ACA,LA,2016,LA_2016_ACA,1,D,2,0.014052687,0.300095475,0.213755945,-1.674739108,enroll_pct_of_uninsured2010,premium,3,0,1,0,3,1,0,1,1,3,0.918894815
kff16100588,kff16_aca,ACA,MA,2016,MA_2016_ACA,1,D,1,3.625959545,1.1887359,3.276064937,1.077930628,enroll_pct_of_uninsured2010,premium,3,1,0,0,3,1,0,1,0,3,0.402661773
