year,topic,gallup_series,series_id,pct_positive,lag_pct_positive,objective_zscore,match_strength,party_owns_issue,president_party,unified_govt,owner_is_president,owner_has_unified,first_year_term,policy_mood_adjusted,pres_approval_net,event_defense_war,event_cold_war,event_crime,event_race_progress,event_race_police
1956,amount_of_tax,amount_of_tax,1,35,NA,NA,NA,R,R,0,1,0,0,0.07504289614610613,56.38461538461539,0,0,0,0,0
1957,amount_of_tax,amount_of_tax,1,31,35,NA,NA,R,R,0,1,0,0,-0.6299771662078799,42.6,0,0,0,0,0
1959,amount_of_tax,amount_of_tax,1,40,31,NA,NA,R,R,0,1,0,0,0.8352949449517858,41.642857142857146,0,0,0,0,0
1961,amount_of_tax,amount_of_tax,1,45,40,NA,NA,R,D,1,0,0,1,1.5684724905948717,66.57142857142857,0,0,0,0,0
1962,amount_of_tax,amount_of_tax,1,32,45,NA,NA,R,D,1,0,0,0,1.5959801858080676,55.15384615384615,0,0,0,0,0
1963,amount_of_tax,amount_of_tax,1,38,32,NA,NA,R,D,1,0,0,0,0.9007069445926164,44,0,0,0,0,0
1964,amount_of_tax,amount_of_tax,1,35,38,NA,NA,R,D,1,0,0,0,0.11316379659904093,62.714285714285715,0,0,0,0,0
1966,amount_of_tax,amount_of_tax,1,39,35,NA,NA,R,D,1,0,0,0,-0.0854547586017596,15.25,0,0,0,0,0
1967,amount_of_tax,amount_of_tax,1,38,39,NA,NA,R,D,1,0,0,0,-0.1714433806461624,1.9411764705882353,0,0,0,0,0
1969,amount_of_tax,amount_of_tax,1,25,38,NA,NA,R,R,0,1,0,1,-1.618088233629963,42.78947368421053,0,0,0,0,0
1973,amount_of_tax,amount_of_tax,1,28,25,NA,NA,R,R,0,1,0,0,-0.5686804910477635,-5.6,0,0,0,0,0
1982,amount_of_tax,amount_of_tax,1,32,28,0.04321948748537878,strong,R,R,0,1,0,0,-1.6553427499816935,-2.1052631578947367,0,0,0,0,0
1985,amount_of_tax,amount_of_tax,1,32,32,-0.02160974374269054,strong,R,R,0,1,0,0,-0.6145988484115246,29.866666666666667,0,0,0,0,0
1990,amount_of_tax,amount_of_tax,1,31,32,-0.4754143623391689,strong,R,R,0,1,0,0,0.4475880596634193,43.793103448275865,0,0,0,0,0
1991,amount_of_tax,amount_of_tax,1,37,31,-0.4105851311111019,strong,R,R,0,1,0,0,0.6264963765618501,50.714285714285715,0,0,0,0,0
1992,amount_of_tax,amount_of_tax,1,39,37,-0.4105851311111019,strong,R,R,0,1,0,0,0.6925581642785829,-11.928571428571429,0,0,0,0,0
1993,amount_of_tax,amount_of_tax,1,41,39,-0.7347312872514439,strong,R,D,1,0,0,1,0.04926796913531531,7.928571428571429,0,0,0,0,0
1994,amount_of_tax,amount_of_tax,1,30,41,-0.9940482121637164,strong,R,D,1,0,0,0,-0.7727139468810829,0.3793103448275862,0,0,0,0,0
1996,amount_of_tax,amount_of_tax,1,33,30,-1.2533651370759893,strong,R,D,0,0,0,0,-1.133346329006854,16.625,0,0,0,0,0
1997,amount_of_tax,amount_of_tax,1,38,33,-1.318194368304059,strong,R,D,0,0,0,0,-0.5792936962875008,24.894736842105264,0,0,0,0,0
1998,amount_of_tax,amount_of_tax,1,31,38,-1.123706674619853,strong,R,D,0,0,0,0,-0.5565511136309198,32.03225806451613,0,0,0,0,0
1999,amount_of_tax,amount_of_tax,1,28,31,-1.318194368304059,strong,R,D,0,0,0,0,-0.3094150487627489,26.323529411764707,0,0,0,0,0
2000,amount_of_tax,amount_of_tax,1,33,28,-1.3830235995321278,strong,R,D,0,0,0,0,-0.279957989321846,23.821428571428573,0,0,0,0,0
2001,amount_of_tax,amount_of_tax,1,31,33,-0.4105851311111019,strong,R,R,0,1,0,1,-0.45236842546125366,41.84848484848485,0,0,0,0,0
2003,amount_of_tax,amount_of_tax,1,46,31,0.6915117997660628,strong,R,R,1,1,1,0,1.033696904127286,25.07317073170732,0,0,0,0,0
2004,amount_of_tax,amount_of_tax,1,43,46,0.4321948748537878,strong,R,R,1,1,1,0,0.6466398069148218,4.742857142857143,0,0,0,0,0
2005,amount_of_tax,amount_of_tax,1,44,43,0.1080487187134458,strong,R,R,1,1,1,0,1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,amount_of_tax,amount_of_tax,1,44,44,0.04321948748537878,strong,R,R,1,1,1,0,0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,amount_of_tax,amount_of_tax,1,41,44,0.30253641239765144,strong,R,R,0,1,0,0,0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,amount_of_tax,amount_of_tax,1,42,41,1.5991210369590194,strong,R,R,0,1,0,0,0.8387604813565992,-35.333333333333336,0,0,0,0,0
2009,amount_of_tax,amount_of_tax,1,48,42,1.9880964243274308,strong,R,D,1,0,0,1,0.9225831431479932,22.54901960784314,0,0,0,0,0
2010,amount_of_tax,amount_of_tax,1,45,48,1.5342918057309505,strong,R,D,1,0,0,0,0.24355460383009991,1.0576923076923077,0,0,0,0,0
2011,amount_of_tax,amount_of_tax,1,43,45,1.7287794994151555,strong,R,D,0,0,0,0,0.3442717555949557,-2.5384615384615383,0,0,0,0,0
2012,amount_of_tax,amount_of_tax,1,47,43,1.3398041120467468,strong,R,D,0,0,0,0,0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,amount_of_tax,amount_of_tax,1,45,47,0.17287794994151512,strong,R,D,0,0,0,0,0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,amount_of_tax,amount_of_tax,1,42,45,-0.1512682061988269,strong,R,D,0,0,0,0,-0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,amount_of_tax,amount_of_tax,1,42,42,-0.08643897497075986,strong,R,D,0,0,0,0,-0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,amount_of_tax,amount_of_tax,1,37,42,0.04321948748537878,strong,R,D,0,0,0,0,0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,amount_of_tax,amount_of_tax,1,42,37,0.17287794994151512,strong,R,R,1,1,1,1,1.472303855361332,-15.403846153846152,0,0,0,0,0
2018,amount_of_tax,amount_of_tax,1,48,42,1.0156579559064047,strong,R,R,1,1,1,0,1.5838508083912255,-14.490196078431373,0,0,0,0,0
2019,amount_of_tax,amount_of_tax,1,48,48,1.080487187134472,strong,R,R,0,1,0,0,1.849830727460562,-12.80952380952381,0,0,0,0,0
2020,amount_of_tax,amount_of_tax,1,48,48,2.960534892748457,strong,R,R,0,1,0,0,2.1820890302719347,-8.31578947368421,0,0,0,0,0
2021,amount_of_tax,amount_of_tax,1,44,48,NA,NA,R,D,1,0,0,1,1.6276032055019791,2.1538461538461537,0,0,0,0,0
2022,amount_of_tax,amount_of_tax,1,41,44,NA,NA,R,D,1,0,0,0,1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,amount_of_tax,amount_of_tax,1,36,41,NA,NA,R,D,0,0,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,amount_of_tax,amount_of_tax,1,36,36,NA,NA,R,D,0,0,0,0,NA,-15.5,0,0,0,0,0
2025,amount_of_tax,amount_of_tax,1,38,36,NA,NA,R,R,1,1,1,1,NA,-7.75,0,0,0,0,0
2001,amount_of_tax,satisfied_amount_fed_tax,10,26,NA,-0.4105851311111019,strong,R,R,0,1,0,1,-0.45236842546125366,41.84848484848485,0,0,0,0,0
2002,amount_of_tax,satisfied_amount_fed_tax,10,38,26,0.1080487187134458,strong,R,R,0,1,0,0,0.34102281521544414,49.84444444444444,0,0,0,0,0
2003,amount_of_tax,satisfied_amount_fed_tax,10,33,38,0.6915117997660628,strong,R,R,1,1,1,0,1.033696904127286,25.07317073170732,0,0,0,0,0
2004,amount_of_tax,satisfied_amount_fed_tax,10,34,33,0.4321948748537878,strong,R,R,1,1,1,0,0.6466398069148218,4.742857142857143,0,0,0,0,0
2005,amount_of_tax,satisfied_amount_fed_tax,10,38,34,0.1080487187134458,strong,R,R,1,1,1,0,1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,amount_of_tax,satisfied_amount_fed_tax,10,38,38,0.04321948748537878,strong,R,R,1,1,1,0,0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,amount_of_tax,satisfied_amount_fed_tax,10,40,38,0.30253641239765144,strong,R,R,0,1,0,0,0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,amount_of_tax,satisfied_amount_fed_tax,10,34,40,1.5991210369590194,strong,R,R,0,1,0,0,0.8387604813565992,-35.333333333333336,0,0,0,0,0
2012,amount_of_tax,satisfied_amount_fed_tax,10,33,34,1.3398041120467468,strong,R,D,0,0,0,0,0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,amount_of_tax,satisfied_amount_fed_tax,10,36,33,0.17287794994151512,strong,R,D,0,0,0,0,0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,amount_of_tax,satisfied_amount_fed_tax,10,38,36,-0.1512682061988269,strong,R,D,0,0,0,0,-0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,amount_of_tax,satisfied_amount_fed_tax,10,32,38,-0.08643897497075986,strong,R,D,0,0,0,0,-0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,amount_of_tax,satisfied_amount_fed_tax,10,36,32,0.04321948748537878,strong,R,D,0,0,0,0,0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,amount_of_tax,satisfied_amount_fed_tax,10,39,36,0.17287794994151512,strong,R,R,1,1,1,1,1.472303855361332,-15.403846153846152,0,0,0,0,0
2018,amount_of_tax,satisfied_amount_fed_tax,10,36,39,1.0156579559064047,strong,R,R,1,1,1,0,1.5838508083912255,-14.490196078431373,0,0,0,0,0
2019,amount_of_tax,satisfied_amount_fed_tax,10,40,36,1.080487187134472,strong,R,R,0,1,0,0,1.849830727460562,-12.80952380952381,0,0,0,0,0
2020,amount_of_tax,satisfied_amount_fed_tax,10,37,40,2.960534892748457,strong,R,R,0,1,0,0,2.1820890302719347,-8.31578947368421,0,0,0,0,0
2021,amount_of_tax,satisfied_amount_fed_tax,10,36,37,NA,NA,R,D,1,0,0,1,1.6276032055019791,2.1538461538461537,0,0,0,0,0
2022,amount_of_tax,satisfied_amount_fed_tax,10,31,36,NA,NA,R,D,1,0,0,0,1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,amount_of_tax,satisfied_amount_fed_tax,10,26,31,NA,NA,R,D,0,0,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,amount_of_tax,satisfied_amount_fed_tax,10,27,26,NA,NA,R,D,0,0,0,0,NA,-15.5,0,0,0,0,0
2025,amount_of_tax,satisfied_amount_fed_tax,10,26,27,NA,NA,R,R,1,1,1,1,NA,-7.75,0,0,0,0,0
1963,black_white_race_relations,black_white_always_problem,11,55,NA,NA,NA,D,D,1,1,1,0,-0.9007069445926164,44,0,0,0,1,0
1993,black_white_race_relations,black_white_always_problem,11,44,55,-0.9908762428220942,weak,D,D,1,1,1,1,-0.04926796913531531,7.928571428571429,0,0,0,0,0
1995,black_white_race_relations,black_white_always_problem,11,29,44,-1.429276588240922,weak,D,D,0,1,0,0,1.298825692336638,4.318181818181818,0,0,0,0,0
1997,black_white_race_relations,black_white_always_problem,11,42,29,-1.3768555780937586,weak,D,D,0,1,0,0,0.5792936962875008,24.894736842105264,0,0,0,0,0
1998,black_white_race_relations,black_white_always_problem,11,41,42,-1.0033850846810357,weak,D,D,0,1,0,0,0.5565511136309198,32.03225806451613,0,0,0,0,0
1999,black_white_race_relations,black_white_always_problem,11,44,41,-0.8579707734767055,weak,D,D,0,1,0,0,0.3094150487627489,26.323529411764707,0,0,0,0,0
2001,black_white_race_relations,black_white_always_problem,11,48,44,-0.7370838006865846,weak,D,R,0,0,0,1,0.45236842546125366,41.84848484848485,0,0,0,0,0
2002,black_white_race_relations,black_white_always_problem,11,50,48,0.06776225246821811,weak,D,R,0,0,0,0,-0.34102281521544414,49.84444444444444,0,0,0,0,0
2004,black_white_race_relations,black_white_always_problem,11,51,50,-0.27719596514265515,weak,D,R,1,0,0,0,-0.6466398069148218,4.742857142857143,0,0,0,0,0
2005,black_white_race_relations,black_white_always_problem,11,50,51,-0.15078514447620975,weak,D,R,1,0,0,0,-1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,black_white_race_relations,black_white_always_problem,11,54,50,0.03436955490144312,weak,D,R,1,0,0,0,-0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,black_white_race_relations,black_white_always_problem,11,54,54,-0.13586475537121445,weak,D,R,0,0,0,0,-0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,black_white_race_relations,black_white_always_problem,11,67,54,-0.36185820610781994,weak,D,R,0,0,0,0,-0.8387604813565992,-35.333333333333336,0,0,0,0,0
2009,black_white_race_relations,black_white_always_problem,11,56,67,0.6254588270754913,weak,D,D,1,1,1,1,-0.9225831431479932,22.54901960784314,0,0,0,0,0
2011,black_white_race_relations,black_white_always_problem,11,52,56,0.9483935943036952,weak,D,D,0,1,0,0,-0.3442717555949557,-2.5384615384615383,0,0,0,0,0
2013,black_white_race_relations,black_white_always_problem,11,58,52,1.227082345740837,weak,D,D,0,1,0,0,-0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2015,black_white_race_relations,black_white_always_problem,11,58,58,1.4888658037817906,weak,D,D,0,1,0,0,0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,black_white_race_relations,black_white_always_problem,11,58,58,1.4671002324196905,weak,D,D,0,1,0,0,-0.3598666694166097,7.096153846153846,0,0,0,0,0
2018,black_white_race_relations,black_white_always_problem,11,57,58,1.2592943688764593,weak,D,R,1,0,0,0,-1.5838508083912255,-14.490196078431373,0,0,0,0,0
2020,black_white_race_relations,black_white_always_problem,11,59,57,-1.474749750354214,weak,D,R,0,0,0,0,-2.1820890302719347,-8.31578947368421,0,0,0,0,1
2021,black_white_race_relations,black_white_always_problem,11,57,59,-0.7461346214678062,weak,D,D,1,1,1,1,-1.6276032055019791,2.1538461538461537,0,0,0,0,0
2025,black_white_race_relations,black_white_always_problem,11,62,57,0.6874533570706594,weak,D,R,1,0,0,1,NA,-7.75,0,0,0,0,0
2001,black_white_race_relations,black_white_race_relations,2,63,NA,-0.7370838006865846,weak,D,R,0,0,0,1,0.45236842546125366,41.84848484848485,0,0,0,0,0
2002,black_white_race_relations,black_white_race_relations,2,69,63,0.06776225246821811,weak,D,R,0,0,0,0,-0.34102281521544414,49.84444444444444,0,0,0,0,0
2003,black_white_race_relations,black_white_race_relations,2,68,69,0.02009325253737799,weak,D,R,1,0,0,0,-1.033696904127286,25.07317073170732,0,0,0,0,0
2004,black_white_race_relations,black_white_race_relations,2,72,68,-0.27719596514265515,weak,D,R,1,0,0,0,-0.6466398069148218,4.742857142857143,0,0,0,0,0
2005,black_white_race_relations,black_white_race_relations,2,68,72,-0.15078514447620975,weak,D,R,1,0,0,0,-1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,black_white_race_relations,black_white_race_relations,2,64,68,0.03436955490144312,weak,D,R,1,0,0,0,-0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,black_white_race_relations,black_white_race_relations,2,71,64,-0.13586475537121445,weak,D,R,0,0,0,0,-0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,black_white_race_relations,black_white_race_relations,2,68,71,-0.36185820610781994,weak,D,R,0,0,0,0,-0.8387604813565992,-35.333333333333336,0,0,0,0,0
2013,black_white_race_relations,black_white_race_relations,2,70,68,1.227082345740837,weak,D,D,0,1,0,0,-0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2015,black_white_race_relations,black_white_race_relations,2,47,70,1.4888658037817906,weak,D,D,0,1,0,0,0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,black_white_race_relations,black_white_race_relations,2,53,47,1.4671002324196905,weak,D,D,0,1,0,0,-0.3598666694166097,7.096153846153846,0,0,0,0,0
2018,black_white_race_relations,black_white_race_relations,2,51,53,1.2592943688764593,weak,D,R,1,0,0,0,-1.5838508083912255,-14.490196078431373,0,0,0,0,0
2020,black_white_race_relations,black_white_race_relations,2,44,51,-1.474749750354214,weak,D,R,0,0,0,0,-2.1820890302719347,-8.31578947368421,0,0,0,0,1
2021,black_white_race_relations,black_white_race_relations,2,42,44,-0.7461346214678062,weak,D,D,1,1,1,1,-1.6276032055019791,2.1538461538461537,0,0,0,0,0
2025,black_white_race_relations,black_white_race_relations,2,53,42,0.6874533570706594,weak,D,R,1,0,0,1,NA,-7.75,0,0,0,0,0
1969,defense_spending,defense_spending,3,31,NA,1.755331080944671,weak,R,R,0,1,0,1,-1.618088233629963,42.78947368421053,1,0,0,0,0
1971,defense_spending,defense_spending,3,31,31,0.8639405374172336,weak,R,R,0,1,0,0,0.5030366421404148,13,0,0,0,0,0
1973,defense_spending,defense_spending,3,30,31,0.3106040683474754,weak,R,R,0,1,0,0,-0.5686804910477635,-5.6,0,0,0,0,0
1976,defense_spending,defense_spending,3,32,30,-0.06004477910146945,weak,R,R,0,1,0,0,-0.9299626612494368,8.444444444444445,0,0,0,0,0
1981,defense_spending,defense_spending,3,22,32,0.1801651920443418,weak,R,R,0,1,0,1,-1.6380150679576329,29.05263157894737,0,0,0,0,0
1982,defense_spending,defense_spending,3,31,22,0.7959007010361541,weak,R,R,0,1,0,0,-1.6553427499816935,-2.1052631578947367,0,0,0,0,0
1983,defense_spending,defense_spending,3,36,31,0.5359436838778251,weak,R,R,0,1,0,0,-0.7034032187848385,-1.8636363636363635,0,0,0,0,0
1985,defense_spending,defense_spending,3,36,36,0.6055986134622928,weak,R,R,0,1,0,0,-0.6145988484115246,29.866666666666667,0,0,0,0,0
1986,defense_spending,defense_spending,3,36,36,0.696997022263145,weak,R,R,0,1,0,0,-0.45886630622027685,31.23076923076923,0,0,0,0,0
1987,defense_spending,defense_spending,3,36,36,0.588223672799948,weak,R,R,0,1,0,0,-0.03390490458017798,5.545454545454546,0,0,0,0,0
1990,defense_spending,defense_spending,3,36,36,0.1583492210416378,weak,R,R,0,1,0,0,0.4475880596634193,43.793103448275865,0,1,0,0,0
1993,defense_spending,defense_spending,3,38,36,-0.3694753018587491,weak,R,D,1,0,0,1,0.04926796913531531,7.928571428571429,0,0,0,0,0
1998,defense_spending,defense_spending,3,45,38,-1.1092928635624375,weak,R,D,0,0,0,0,-0.5565511136309198,32.03225806451613,0,0,0,0,0
1999,defense_spending,defense_spending,3,35,45,-1.1704076553808802,weak,R,D,0,0,0,0,-0.3094150487627489,26.323529411764707,0,0,0,0,0
2000,defense_spending,defense_spending,3,34,35,-1.1563973632788789,weak,R,D,0,0,0,0,-0.279957989321846,23.821428571428573,0,0,0,0,0
2001,defense_spending,defense_spending,3,38,34,-1.1502967038075662,weak,R,R,0,1,0,1,-0.45236842546125366,41.84848484848485,1,0,0,0,0
2002,defense_spending,defense_spending,3,48,38,-0.9795236320735864,weak,R,R,0,1,0,0,0.34102281521544414,49.84444444444444,1,0,0,0,0
2003,defense_spending,defense_spending,3,44,48,-0.77935669520368,weak,R,R,1,1,1,0,1.033696904127286,25.07317073170732,1,0,0,0,0
2004,defense_spending,defense_spending,3,45,44,-0.6796000932426651,weak,R,R,1,1,1,0,0.6466398069148218,4.742857142857143,1,0,0,0,0
2005,defense_spending,defense_spending,3,38,45,-0.6411433102971561,weak,R,R,1,1,1,0,1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,defense_spending,defense_spending,3,40,38,-0.6663997647681023,weak,R,R,1,1,1,0,0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,defense_spending,defense_spending,3,35,40,-0.6495189716499253,weak,R,R,0,1,0,0,0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,defense_spending,defense_spending,3,30,35,-0.4526735012214567,weak,R,R,0,1,0,0,0.8387604813565992,-35.333333333333336,0,0,0,0,0
2009,defense_spending,defense_spending,3,41,30,-0.2263322845675245,weak,R,D,1,0,0,1,0.9225831431479932,22.54901960784314,0,0,0,0,0
2010,defense_spending,defense_spending,3,36,41,-0.2114310824718585,weak,R,D,1,0,0,0,0.24355460383009991,1.0576923076923077,0,0,0,0,0
2011,defense_spending,defense_spending,3,35,36,-0.25445605514989605,weak,R,D,0,0,0,0,0.3442717555949557,-2.5384615384615383,0,0,0,0,0
2012,defense_spending,defense_spending,3,32,35,-0.4447023011490424,weak,R,D,0,0,0,0,0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,defense_spending,defense_spending,3,36,32,-0.6757011728231467,weak,R,D,0,0,0,0,0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,defense_spending,defense_spending,3,32,36,-0.8575384180194973,weak,R,D,0,0,0,0,-0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,defense_spending,defense_spending,3,29,32,-0.9706240267287948,weak,R,D,0,0,0,0,-0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,defense_spending,defense_spending,3,27,29,-1.0032644695348936,weak,R,D,0,0,0,0,0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,defense_spending,defense_spending,3,28,27,-1.0585764656291945,weak,R,R,1,1,1,1,1.472303855361332,-15.403846153846152,0,0,0,0,0
2018,defense_spending,defense_spending,3,31,28,-1.0552660147707214,weak,R,R,1,1,1,0,1.5838508083912255,-14.490196078431373,0,0,0,0,0
2019,defense_spending,defense_spending,3,43,31,-0.9997775035447112,weak,R,R,0,1,0,0,1.849830727460562,-12.80952380952381,0,0,0,0,0
2020,defense_spending,defense_spending,3,50,43,-0.8753275803583253,weak,R,R,0,1,0,0,2.1820890302719347,-8.31578947368421,0,0,0,0,0
2021,defense_spending,defense_spending,3,42,50,-1.0022531581171787,weak,R,D,1,0,0,1,1.6276032055019791,2.1538461538461537,0,0,0,0,0
2022,defense_spending,defense_spending,3,34,42,-1.0523777038135906,weak,R,D,1,0,0,0,1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,defense_spending,defense_spending,3,37,34,-1.055033383821795,weak,R,D,0,0,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,defense_spending,defense_spending,3,33,37,-0.9945023182238896,weak,R,D,0,0,0,0,NA,-15.5,0,0,0,0,0
2001,defense_spending,satisfied_military_preparedness,12,61,NA,-1.1502967038075662,weak,R,R,0,1,0,1,-0.45236842546125366,41.84848484848485,1,0,0,0,0
2002,defense_spending,satisfied_military_preparedness,12,79,61,-0.9795236320735864,weak,R,R,0,1,0,0,0.34102281521544414,49.84444444444444,1,0,0,0,0
2003,defense_spending,satisfied_military_preparedness,12,83,79,-0.77935669520368,weak,R,R,1,1,1,0,1.033696904127286,25.07317073170732,1,0,0,0,0
2004,defense_spending,satisfied_military_preparedness,12,81,83,-0.6796000932426651,weak,R,R,1,1,1,0,0.6466398069148218,4.742857142857143,1,0,0,0,0
2005,defense_spending,satisfied_military_preparedness,12,66,81,-0.6411433102971561,weak,R,R,1,1,1,0,1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,defense_spending,satisfied_military_preparedness,12,67,66,-0.6663997647681023,weak,R,R,1,1,1,0,0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,defense_spending,satisfied_military_preparedness,12,62,67,-0.6495189716499253,weak,R,R,0,1,0,0,0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,defense_spending,satisfied_military_preparedness,12,66,62,-0.4526735012214567,weak,R,R,0,1,0,0,0.8387604813565992,-35.333333333333336,0,0,0,0,0
2012,defense_spending,satisfied_military_preparedness,12,71,66,-0.4447023011490424,weak,R,D,0,0,0,0,0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,defense_spending,satisfied_military_preparedness,12,74,71,-0.6757011728231467,weak,R,D,0,0,0,0,0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,defense_spending,satisfied_military_preparedness,12,72,74,-0.8575384180194973,weak,R,D,0,0,0,0,-0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,defense_spending,satisfied_military_preparedness,12,69,72,-0.9706240267287948,weak,R,D,0,0,0,0,-0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,defense_spending,satisfied_military_preparedness,12,59,69,-1.0032644695348936,weak,R,D,0,0,0,0,0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,defense_spending,satisfied_military_preparedness,12,66,59,-1.0585764656291945,weak,R,R,1,1,1,1,1.472303855361332,-15.403846153846152,0,0,0,0,0
2018,defense_spending,satisfied_military_preparedness,12,78,66,-1.0552660147707214,weak,R,R,1,1,1,0,1.5838508083912255,-14.490196078431373,0,0,0,0,0
2019,defense_spending,satisfied_military_preparedness,12,78,78,-0.9997775035447112,weak,R,R,0,1,0,0,1.849830727460562,-12.80952380952381,0,0,0,0,0
2020,defense_spending,satisfied_military_preparedness,12,81,78,-0.8753275803583253,weak,R,R,0,1,0,0,2.1820890302719347,-8.31578947368421,0,0,0,0,0
2021,defense_spending,satisfied_military_preparedness,12,74,81,-1.0022531581171787,weak,R,D,1,0,0,1,1.6276032055019791,2.1538461538461537,0,0,0,0,0
2022,defense_spending,satisfied_military_preparedness,12,61,74,-1.0523777038135906,weak,R,D,1,0,0,0,1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,defense_spending,satisfied_military_preparedness,12,64,61,-1.055033383821795,weak,R,D,0,0,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,defense_spending,satisfied_military_preparedness,12,62,64,-0.9945023182238896,weak,R,D,0,0,0,0,NA,-15.5,0,0,0,0,0
2025,defense_spending,satisfied_military_preparedness,12,63,62,NA,NA,R,R,1,1,1,1,NA,-7.75,0,0,0,0,0
2001,level_of_immigration,level_of_immigration,4,32,NA,-0.5034409308256917,strong,R,R,0,1,0,1,-0.45236842546125366,41.84848484848485,0,0,0,0,0
2002,level_of_immigration,level_of_immigration,4,29,32,0.14333984017752371,strong,R,R,0,1,0,0,0.34102281521544414,49.84444444444444,0,0,0,0,0
2003,level_of_immigration,level_of_immigration,4,27,29,0.19275375461297448,strong,R,R,1,1,1,0,1.033696904127286,25.07317073170732,0,0,0,0,0
2004,level_of_immigration,level_of_immigration,4,31,27,-0.28330322141446107,strong,R,R,1,1,1,0,0.6466398069148218,4.742857142857143,0,0,0,0,0
2005,level_of_immigration,level_of_immigration,4,30,31,-0.34296688773066225,strong,R,R,1,1,1,0,1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,level_of_immigration,level_of_immigration,4,27,30,-0.1349699438920031,strong,R,R,1,1,1,0,0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,level_of_immigration,level_of_immigration,4,24,27,0.30686571725044254,strong,R,R,0,1,0,0,0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,level_of_immigration,level_of_immigration,4,23,24,0.6249034314329573,strong,R,R,0,1,0,0,0.8387604813565992,-35.333333333333336,0,0,0,0,0
2012,level_of_immigration,level_of_immigration,4,28,23,1.3718580003484475,strong,R,D,0,0,0,0,0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,level_of_immigration,level_of_immigration,4,36,28,1.2553162203379904,strong,R,D,0,0,0,0,0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,level_of_immigration,level_of_immigration,4,38,36,1.1183019807662455,strong,R,D,0,0,0,0,-0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,level_of_immigration,level_of_immigration,4,33,38,1.42938101420163,strong,R,D,0,0,0,0,-0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,level_of_immigration,level_of_immigration,4,30,33,1.2656616670810332,strong,R,D,0,0,0,0,0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,level_of_immigration,level_of_immigration,4,41,30,1.484688483960435,strong,R,R,1,1,1,1,1.472303855361332,-15.403846153846152,0,0,0,0,0
