year,topic,gallup_series,series_id,pct_positive,lag_pct_positive,objective_zscore,match_strength,party_owns_issue,president_party,unified_govt,owner_is_president,owner_has_unified,first_year_term,policy_mood_adjusted,pres_approval_net,event_defense_war,event_cold_war,event_crime,event_race_progress,event_race_police
2022,quality_of_healthcare_coverage,satisfied_availability_affordable_healthcare,16,35,34,1.1238716072954442,strong,D,D,1,1,1,0,-1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,quality_of_healthcare_coverage,satisfied_availability_affordable_healthcare,16,36,35,1.499427078002894,strong,D,D,0,1,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,quality_of_healthcare_coverage,satisfied_availability_affordable_healthcare,16,34,36,NA,NA,D,D,0,1,0,0,NA,-15.5,0,0,0,0,0
2025,quality_of_healthcare_coverage,satisfied_availability_affordable_healthcare,16,29,34,NA,NA,D,R,1,0,0,1,NA,-7.75,0,0,0,0,0
1973,satisfied_with_education,confidence_in_public_schools,17,58,NA,NA,NA,D,R,0,0,0,0,0.5686804910477635,-5.6,0,0,0,0,0
1975,satisfied_with_education,confidence_in_public_schools,17,62,58,NA,NA,D,R,0,0,0,0,0.8340106220411992,2.473684210526316,0,0,0,0,0
1977,satisfied_with_education,confidence_in_public_schools,17,53,62,NA,NA,D,D,1,1,1,1,1.3570900231425431,42.541666666666664,0,0,0,0,0
1979,satisfied_with_education,confidence_in_public_schools,17,53,53,NA,NA,D,D,1,1,1,0,1.45564121465439,-12.6,0,0,0,0,0
1981,satisfied_with_education,confidence_in_public_schools,17,42,53,NA,NA,D,R,0,0,0,1,1.6380150679576329,29.05263157894737,0,0,0,0,0
1983,satisfied_with_education,confidence_in_public_schools,17,39,42,NA,NA,D,R,0,0,0,0,0.7034032187848385,-1.8636363636363635,0,0,0,0,0
1984,satisfied_with_education,confidence_in_public_schools,17,48,39,NA,NA,D,R,0,0,0,0,0.5888239214007337,19.80952380952381,0,0,0,0,0
1985,satisfied_with_education,confidence_in_public_schools,17,48,48,NA,NA,D,R,0,0,0,0,0.6145988484115246,29.866666666666667,0,0,0,0,0
1986,satisfied_with_education,confidence_in_public_schools,17,49,48,NA,NA,D,R,0,0,0,0,0.45886630622027685,31.23076923076923,0,0,0,0,0
1987,satisfied_with_education,confidence_in_public_schools,17,50,49,NA,NA,D,R,0,0,0,0,0.03390490458017798,5.545454545454546,0,0,0,0,0
1988,satisfied_with_education,confidence_in_public_schools,17,49,50,NA,NA,D,R,0,0,0,0,-0.3839088282249954,14.333333333333334,0,0,0,0,0
1989,satisfied_with_education,confidence_in_public_schools,17,43,49,NA,NA,D,R,0,0,0,1,-0.7577535678941132,47.23076923076923,0,0,0,0,0
1990,satisfied_with_education,confidence_in_public_schools,17,45,43,-2.2243273762902884,strong,D,R,0,0,0,0,-0.4475880596634193,43.793103448275865,0,0,0,0,0
1991,satisfied_with_education,confidence_in_public_schools,17,35,45,-1.8180045257153408,strong,D,R,0,0,0,0,-0.6264963765618501,50.714285714285715,0,0,0,0,0
1993,satisfied_with_education,confidence_in_public_schools,17,39,35,-1.330417105025404,strong,D,D,1,1,1,1,-0.04926796913531531,7.928571428571429,0,0,0,0,0
1994,satisfied_with_education,confidence_in_public_schools,17,34,39,-1.2491525349104142,strong,D,D,1,1,1,0,0.7727139468810829,0.3793103448275862,0,0,0,0,0
1995,satisfied_with_education,confidence_in_public_schools,17,40,34,-1.1678879647954248,strong,D,D,0,1,0,0,1.298825692336638,4.318181818181818,0,0,0,0,0
1996,satisfied_with_education,confidence_in_public_schools,17,38,40,-1.0866233946804351,strong,D,D,0,1,0,0,1.133346329006854,16.625,0,0,0,0,0
1997,satisfied_with_education,confidence_in_public_schools,17,40,38,-0.9647265395079512,strong,D,D,0,1,0,0,0.5792936962875008,24.894736842105264,0,0,0,0,0
1998,satisfied_with_education,confidence_in_public_schools,17,37,40,-0.8428296843354668,strong,D,D,0,1,0,0,0.5565511136309198,32.03225806451613,0,0,0,0,0
1999,satisfied_with_education,confidence_in_public_schools,17,36,37,-0.7209328291629825,strong,D,D,0,1,0,0,0.3094150487627489,26.323529411764707,0,0,0,0,0
2000,satisfied_with_education,confidence_in_public_schools,17,37,36,-0.5990359739904982,strong,D,D,0,1,0,0,0.279957989321846,23.821428571428573,0,0,0,0,0
2001,satisfied_with_education,confidence_in_public_schools,17,38,37,-0.32815407360719684,strong,D,R,0,0,0,1,0.45236842546125366,41.84848484848485,0,0,0,0,0
2002,satisfied_with_education,confidence_in_public_schools,17,38,38,-0.05727217322390467,strong,D,R,0,0,0,0,-0.34102281521544414,49.84444444444444,0,0,0,0,0
2003,satisfied_with_education,confidence_in_public_schools,17,40,38,0.21360972715939677,strong,D,R,1,0,0,0,-1.033696904127286,25.07317073170732,0,0,0,0,0
2004,satisfied_with_education,confidence_in_public_schools,17,41,40,0.29487429727438624,strong,D,R,1,0,0,0,-0.6466398069148218,4.742857142857143,0,0,0,0,0
2005,satisfied_with_education,confidence_in_public_schools,17,37,41,0.37613886738937574,strong,D,R,1,0,0,0,-1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,satisfied_with_education,confidence_in_public_schools,17,37,37,0.5386680076193547,strong,D,R,1,0,0,0,-0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,satisfied_with_education,confidence_in_public_schools,17,33,37,0.7011971478493337,strong,D,R,0,0,0,0,-0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,satisfied_with_education,confidence_in_public_schools,17,33,33,0.8637262880793127,strong,D,R,0,0,0,0,-0.8387604813565992,-35.333333333333336,0,0,0,0,0
2009,satisfied_with_education,confidence_in_public_schools,17,38,33,1.0262554283092915,strong,D,D,1,1,1,1,-0.9225831431479932,22.54901960784314,0,0,0,0,0
2010,satisfied_with_education,confidence_in_public_schools,17,34,38,1.1075199984242812,strong,D,D,1,1,1,0,-0.24355460383009991,1.0576923076923077,0,0,0,0,0
2011,satisfied_with_education,confidence_in_public_schools,17,34,34,1.1887845685392708,strong,D,D,0,1,0,0,-0.3442717555949557,-2.5384615384615383,0,0,0,0,0
2012,satisfied_with_education,confidence_in_public_schools,17,29,34,1.2700491386542605,strong,D,D,0,1,0,0,-0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,satisfied_with_education,confidence_in_public_schools,17,32,29,1.3513137087692495,strong,D,D,0,1,0,0,-0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,satisfied_with_education,confidence_in_public_schools,17,26,32,1.1075199984242812,strong,D,D,0,1,0,0,0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,satisfied_with_education,confidence_in_public_schools,17,31,26,0.8637262880793127,strong,D,D,0,1,0,0,0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,satisfied_with_education,confidence_in_public_schools,17,30,31,0.9449908581943024,strong,D,D,0,1,0,0,-0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,satisfied_with_education,confidence_in_public_schools,17,36,30,1.0262554283092915,strong,D,R,1,0,0,1,-1.472303855361332,-15.403846153846152,0,0,0,0,0
2018,satisfied_with_education,confidence_in_public_schools,17,29,36,0.9449908581943024,strong,D,R,1,0,0,0,-1.5838508083912255,-14.490196078431373,0,0,0,0,0
2019,satisfied_with_education,confidence_in_public_schools,17,29,29,0.8637262880793127,strong,D,R,0,0,0,0,-1.849830727460562,-12.80952380952381,0,0,0,0,0
2020,satisfied_with_education,confidence_in_public_schools,17,41,29,0.43031524746603234,strong,D,R,0,0,0,0,-2.1820890302719347,-8.31578947368421,0,0,0,0,0
2021,satisfied_with_education,confidence_in_public_schools,17,32,41,-0.00309579314723883,strong,D,D,1,1,1,1,-1.6276032055019791,2.1538461538461537,0,0,0,0,0
2022,satisfied_with_education,confidence_in_public_schools,17,28,32,-0.4365068337605192,strong,D,D,1,1,1,0,-1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,satisfied_with_education,confidence_in_public_schools,17,26,28,-0.4365068337605192,strong,D,D,0,1,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,satisfied_with_education,confidence_in_public_schools,17,29,26,-0.4365068337605192,strong,D,D,0,1,0,0,NA,-15.5,0,0,0,0,0
2025,satisfied_with_education,confidence_in_public_schools,17,29,29,NA,NA,D,R,1,0,0,1,NA,-7.75,0,0,0,0,0
1999,satisfied_with_education,satisfied_with_education,8,47,NA,-0.7209328291629825,strong,D,D,0,1,0,0,0.3094150487627489,26.323529411764707,0,0,0,0,0
2000,satisfied_with_education,satisfied_with_education,8,36,47,-0.5990359739904982,strong,D,D,0,1,0,0,0.279957989321846,23.821428571428573,0,0,0,0,0
2001,satisfied_with_education,satisfied_with_education,8,48,36,-0.32815407360719684,strong,D,R,0,0,0,1,0.45236842546125366,41.84848484848485,0,0,0,0,0
2002,satisfied_with_education,satisfied_with_education,8,47,48,-0.05727217322390467,strong,D,R,0,0,0,0,-0.34102281521544414,49.84444444444444,0,0,0,0,0
2003,satisfied_with_education,satisfied_with_education,8,48,47,0.21360972715939677,strong,D,R,1,0,0,0,-1.033696904127286,25.07317073170732,0,0,0,0,0
2004,satisfied_with_education,satisfied_with_education,8,53,48,0.29487429727438624,strong,D,R,1,0,0,0,-0.6466398069148218,4.742857142857143,0,0,0,0,0
2005,satisfied_with_education,satisfied_with_education,8,46,53,0.37613886738937574,strong,D,R,1,0,0,0,-1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,satisfied_with_education,satisfied_with_education,8,45,46,0.5386680076193547,strong,D,R,1,0,0,0,-0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,satisfied_with_education,satisfied_with_education,8,46,45,0.7011971478493337,strong,D,R,0,0,0,0,-0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,satisfied_with_education,satisfied_with_education,8,44,46,0.8637262880793127,strong,D,R,0,0,0,0,-0.8387604813565992,-35.333333333333336,0,0,0,0,0
2009,satisfied_with_education,satisfied_with_education,8,45,44,1.0262554283092915,strong,D,D,1,1,1,1,-0.9225831431479932,22.54901960784314,0,0,0,0,0
2010,satisfied_with_education,satisfied_with_education,8,43,45,1.1075199984242812,strong,D,D,1,1,1,0,-0.24355460383009991,1.0576923076923077,0,0,0,0,0
2011,satisfied_with_education,satisfied_with_education,8,45,43,1.1887845685392708,strong,D,D,0,1,0,0,-0.3442717555949557,-2.5384615384615383,0,0,0,0,0
2012,satisfied_with_education,satisfied_with_education,8,44,45,1.2700491386542605,strong,D,D,0,1,0,0,-0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,satisfied_with_education,satisfied_with_education,8,45,44,1.3513137087692495,strong,D,D,0,1,0,0,-0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,satisfied_with_education,satisfied_with_education,8,48,45,1.1075199984242812,strong,D,D,0,1,0,0,0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,satisfied_with_education,satisfied_with_education,8,45,48,0.8637262880793127,strong,D,D,0,1,0,0,0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,satisfied_with_education,satisfied_with_education,8,43,45,0.9449908581943024,strong,D,D,0,1,0,0,-0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,satisfied_with_education,satisfied_with_education,8,47,43,1.0262554283092915,strong,D,R,1,0,0,1,-1.472303855361332,-15.403846153846152,0,0,0,0,0
2018,satisfied_with_education,satisfied_with_education,8,43,47,0.9449908581943024,strong,D,R,1,0,0,0,-1.5838508083912255,-14.490196078431373,0,0,0,0,0
2019,satisfied_with_education,satisfied_with_education,8,51,43,0.8637262880793127,strong,D,R,0,0,0,0,-1.849830727460562,-12.80952380952381,0,0,0,0,0
2020,satisfied_with_education,satisfied_with_education,8,50,51,0.43031524746603234,strong,D,R,0,0,0,0,-2.1820890302719347,-8.31578947368421,0,0,0,0,0
2021,satisfied_with_education,satisfied_with_education,8,46,50,-0.00309579314723883,strong,D,D,1,1,1,1,-1.6276032055019791,2.1538461538461537,0,0,0,0,0
2022,satisfied_with_education,satisfied_with_education,8,42,46,-0.4365068337605192,strong,D,D,1,1,1,0,-1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,satisfied_with_education,satisfied_with_education,8,36,42,-0.4365068337605192,strong,D,D,0,1,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,satisfied_with_education,satisfied_with_education,8,43,36,-0.4365068337605192,strong,D,D,0,1,0,0,NA,-15.5,0,0,0,0,0
2025,satisfied_with_education,satisfied_with_education,8,35,43,NA,NA,D,R,1,0,0,1,NA,-7.75,0,0,0,0,0
1989,worry_about_ssa,ssa_will_pay_me_benefit,18,49,NA,-0.9405691519001323,strong,D,R,0,0,0,1,-0.7577535678941132,47.23076923076923,0,0,0,0,0
1990,worry_about_ssa,ssa_will_pay_me_benefit,18,48,49,-0.7704591261227296,strong,D,R,0,0,0,0,-0.4475880596634193,43.793103448275865,0,0,0,0,0
1991,worry_about_ssa,ssa_will_pay_me_benefit,18,49,48,-0.6566262940321472,strong,D,R,0,0,0,0,-0.6264963765618501,50.714285714285715,0,0,0,0,0
1992,worry_about_ssa,ssa_will_pay_me_benefit,18,49,49,-0.561547270043515,strong,D,R,0,0,0,0,-0.6925581642785829,-11.928571428571429,0,0,0,0,0
1994,worry_about_ssa,ssa_will_pay_me_benefit,18,47,49,-0.3785404008629049,strong,D,D,1,1,1,0,0.7727139468810829,0.3793103448275862,0,0,0,0,0
2000,worry_about_ssa,ssa_will_pay_me_benefit,18,49,47,0.622038207658595,strong,D,D,0,1,0,0,0.279957989321846,23.821428571428573,0,0,0,0,0
2001,worry_about_ssa,ssa_will_pay_me_benefit,18,52,49,0.8213937540204134,strong,D,R,0,0,0,1,0.45236842546125366,41.84848484848485,0,0,0,0,0
2005,worry_about_ssa,ssa_will_pay_me_benefit,18,45,52,1.4544858081047094,strong,D,R,1,0,0,0,-1.1400455525499595,-4.261904761904762,0,0,0,0,0
2010,worry_about_ssa,ssa_will_pay_me_benefit,18,36,45,1.5855959948693243,strong,D,D,1,1,1,0,-0.24355460383009991,1.0576923076923077,0,0,0,0,0
2015,worry_about_ssa,ssa_will_pay_me_benefit,18,45,36,1.1380191832022404,strong,D,D,0,1,0,0,0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2023,worry_about_ssa,ssa_will_pay_me_benefit,18,50,45,0.17575323143838303,strong,D,D,0,1,0,0,NA,-16.583333333333332,0,0,0,0,0
2005,worry_about_ssa,worry_about_ssa,9,27,NA,1.4544858081047094,strong,D,R,1,0,0,0,-1.1400455525499595,-4.261904761904762,0,0,0,0,0
2006,worry_about_ssa,worry_about_ssa,9,20,27,1.6076502989852497,strong,D,R,1,0,0,0,-0.9269150636540092,-19.833333333333332,0,0,0,0,0
2007,worry_about_ssa,worry_about_ssa,9,23,20,1.6738265084962871,strong,D,R,0,0,0,0,-0.9117533418829558,-28.51851851851852,0,0,0,0,0
2008,worry_about_ssa,worry_about_ssa,9,24,23,1.7619148717163595,strong,D,R,0,0,0,0,-0.8387604813565992,-35.333333333333336,0,0,0,0,0
2010,worry_about_ssa,worry_about_ssa,9,21,24,1.5855959948693243,strong,D,D,1,1,1,0,-0.24355460383009991,1.0576923076923077,0,0,0,0,0
2011,worry_about_ssa,worry_about_ssa,9,22,21,1.5656399188280286,strong,D,D,0,1,0,0,-0.3442717555949557,-2.5384615384615383,0,0,0,0,0
2012,worry_about_ssa,worry_about_ssa,9,21,22,1.4289027947391757,strong,D,D,0,1,0,0,-0.2268767098819415,2.509433962264151,0,0,0,0,0
2013,worry_about_ssa,worry_about_ssa,9,24,21,1.3286403020102726,strong,D,D,0,1,0,0,-0.07764204844971538,-0.17647058823529413,0,0,0,0,0
2014,worry_about_ssa,worry_about_ssa,9,24,24,1.23276004887525,strong,D,D,0,1,0,0,0.11296245381495712,-9.566037735849056,0,0,0,0,0
2015,worry_about_ssa,worry_about_ssa,9,25,24,1.1380191832022404,strong,D,D,0,1,0,0,0.14653483773657572,-2.8846153846153846,0,0,0,0,0
2016,worry_about_ssa,worry_about_ssa,9,28,25,1.097760358113952,strong,D,D,0,1,0,0,-0.3598666694166097,7.096153846153846,0,0,0,0,0
2017,worry_about_ssa,worry_about_ssa,9,30,28,1.0538931557845153,strong,D,R,1,0,0,1,-1.472303855361332,-15.403846153846152,0,0,0,0,0
2018,worry_about_ssa,worry_about_ssa,9,27,30,0.933341012201167,strong,D,R,1,0,0,0,-1.5838508083912255,-14.490196078431373,0,0,0,0,0
2019,worry_about_ssa,worry_about_ssa,9,33,27,0.7981418219233614,strong,D,R,0,0,0,0,-1.849830727460562,-12.80952380952381,0,0,0,0,0
2020,worry_about_ssa,worry_about_ssa,9,31,33,0.705875595739174,strong,D,R,0,0,0,0,-2.1820890302719347,-8.31578947368421,0,0,0,0,0
2021,worry_about_ssa,worry_about_ssa,9,27,31,0.5911972680861509,strong,D,D,1,1,1,1,-1.6276032055019791,2.1538461538461537,0,0,0,0,0
2022,worry_about_ssa,worry_about_ssa,9,28,27,0.40690249892870783,strong,D,D,1,1,1,0,-1.7348182380258583,-14.636363636363637,0,0,0,0,0
2023,worry_about_ssa,worry_about_ssa,9,26,28,0.17575323143838303,strong,D,D,0,1,0,0,NA,-16.583333333333332,0,0,0,0,0
2024,worry_about_ssa,worry_about_ssa,9,32,26,0.03115130475701909,strong,D,D,0,1,0,0,NA,-15.5,0,0,0,0,0
2025,worry_about_ssa,worry_about_ssa,9,24,32,NA,NA,D,R,1,0,0,1,NA,-7.75,0,0,0,0,0
